Item;TAG;DESCRIÇÃO;SALA/BLOCO;BLOCO;MARCA;MODELO;Nº DE SÉRIE;STATUS DE USO;MÉTODO;ROTINA DE USO;STATUS DE AQUISIÇÃO;INSTALAÇÃO;MANUTENÇÃO;CALIBRAÇÃO;QUALIFICAÇÃO;HANDOVER;FORMULÁRIO;RELATÓRIO HOMOLOGADO;N° PROCESSO;N° CONTRATO;EMPRESA;COMENTÁRIOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;REP-512-0002;Repipetador;N311;B06;Brand;Handy Step Touch S;23A35821;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;RGR-512-0001;Régua graduada;N125;B06;Kingtools;600004;352581;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;RGR-512-0002;Régua graduada;N125;B06;Kingtools;600004;352582;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;RGR-512-0003;Régua graduada;N125;B06;Kingtools;600006;352583;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;RGR-512-0004;Régua graduada;N125;B06;Kingtools;600006;352584;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SDI-512-0001;Medidor de SDI;N119;B06;Procam;Simple SDI;9A-281-0155;OBSOLETO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;;;;Equipamento quebrado e colocado fora de uso.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;SGTP-02-AE.1;Detector de Oxigênio;N309;B06;Akso;SGTP-02;0420912;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;SGTP-02-AE.2;Detector de Oxigênio;N309;B06;Akso;SGTP-02;1222832;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;TGR-512-0001;Trena;N125;B06;Tajima/Mitutoyo;H6P36DYL250Y;352585;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;TGR-512-0002;Trena;N125;B06;Tajima/Mitutoyo;H6P36DYL250Y;352586;EM USO;FASE 2A - EMBALAGEM;SIM;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;THD-400-001;Termohigrômetro Digital;;B05;Instrutemp;ITHT 2250;14050;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Instrumento emprestado pelo SM. Caso seja necessário utilizar novamente solicitar ao SM.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;THD-400-003;Termohigrômetro Digital;N100;B06;Incoterm;Não Consta;0821;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;;;;Instrumento emprestado pelo SM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;THD-512-0002;Termo-higrômetro;;B06;MINIPA;MT-241;2886890;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;O instrumento teve a sonda partida. Foi solicitada abertura de um PCM para reparo. A sonda foi reparada e agora será solicitada uma nova calibração em 27/01/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;THD-512-0003;Termo-higrômetro Digital;;B06;Instrutemp;ITHT-2250;14040;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;Instrumento aprovado com restrição;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;TI-512-0001;Termometro Digital;N100;B06;Incoterm;7427.02.0.00;N/A;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;O instrumento não foi localizado nos laboratórios.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;TI-512-0002 ;Termômetro Digital ;N305;B06;Traceable;;;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;TMER-512-0001;Termômetro de Vidro tipo ASTM 82C;N119;B06;Incoterm;ASTM 82C;78255/11;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;TMER-512-0002;Termômetro de Vidro tipo ASTM 82C;N119;B06;Incoterm;ASTM 82C;78261/11;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;UCI-512-0001;Câmara Climática;N171 ;B06;Binder;KBF-720;20230000002716;FORA DE USO;;;ADQUIRIDO;INSTALADO;SIM;SIM;SIM;N/A;N/A;N/A;25800.006248/2023;41/2024;LOBOV;"O plano de calibração terá que ser revisado para que depois seja realizada uma nova avaliação do certificado.
11/03: Solicitei a Neto e Araújo o envio dos certificados revisados para avaliação do SVC visto que o plano de calibração foi homologado.
13/03: Araújo enviou os certificaodos. Estamos aguardando avaliação do SVC
11/06: Aguardando liberação da qualificação";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;UCI-512-0002;Câmara Climática;N171 ;B06;Binder;KBF-720;20220000015131;FORA DE USO;;;ADQUIRIDO;INSTALADO;SIM;SIM;SIM;N/A;N/A;N/A;25800.006248/2023;41/2024;LOBOV;"O plano de calibração terá que ser revisado para que depois seja realizada uma nova avaliação do certificado.
11/03: Solicitei a Neto e Araújo o envio dos certificados revisados para avaliação do SVC visto que o plano de calibração foi homologado.
13/03: Araújo enviou os certificaodos. Estamos aguardando avaliação do SVC
11/06: Aguardando liberação da qualificação";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;UCI-512-0003;Câmara Climática;N171 ;B06;Binder;KBF-720;20220000015132;FORA DE USO;;;ADQUIRIDO;INSTALADO;SIM;SIM;SIM;N/A;N/A;N/A;25800.006248/2023;41/2024;LOBOV;"O plano de calibração terá que ser revisado para que depois seja realizada uma nova avaliação do certificado.
11/03: Solicitei a Neto e Araújo o envio dos certificados revisados para avaliação do SVC visto que o plano de calibração foi homologado.
13/03: Araújo enviou os certificaodos. Estamos aguardando avaliação do SVC
11/06: Aguardando liberação da qualificação";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;UCI-512-0004;Câmara Climática;N171 ;B06;Binder;KBF-720;20230000004365;FORA DE USO;;;ADQUIRIDO;INSTALADO;SIM;SIM;SIM;N/A;N/A;N/A;25800.006248/2023;41/2024;LOBOV;"O plano de calibração terá que ser revisado para que depois seja realizada uma nova avaliação do certificado.
11/03: Solicitei a Neto e Araújo o envio dos certificados revisados para avaliação do SVC visto que o plano de calibração foi homologado.
13/03: Araújo enviou os certificaodos. Estamos aguardando avaliação do SVC
11/06: Aguardando liberação da qualificação";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;UU-512-0001;Medidor de ponto de orvalho;N309;B06;Testo;Testo 635-2;21105526;FORA DE USO;Medição de ponto de orvalho em gases;SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;"Os medidores foram reprovados na calibração da COMPETEC e serão enviados a outra empresa para ajuste e nova calibração. Avaliar com Pedro qual a previsão de calibração.
11/06: o instrumento será enviado para calibração na trescal";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;UU-512-0002;Medidor de ponto de orvalho;N309;B06;Testo;Testo 635-2;21114549;EM USO;Medição de ponto de orvalho em gases;SIM;ADQUIRIDO;N/A;SIM;SIM;NÃO;N/A;N/A;N/A;25800.001578/2024;24/2025;Mec-Q / Trescal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;GAR-510-0001;Gerador de Ar;N313;B06;PEAK;N/A;N/A;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;GAR-510-0001.1;Gerador de Ar Comprimido de Precisão;N313;B06;PEAK;Precision Compressed Air 230v;721100899;EM USO; ;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;GAR-510-0001.2;Gerador de Ar Zero;N313;B06;PEAK;Precision Zero Air 15000cc 230v;721110021;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;GAR-510-0002;Gerador de Ar;N313;B06;PEAK;N/A;N/A;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;GAR-510-0002.1;Gerador de Ar Comprimido de Precisão;N313;B06;PEAK;Precision Compressed Air 230v;721100830;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;GAR-510-0002.2;Gerador de Ar Zero;N313;B06;PEAK;Precision Zero Air 15000cc 230v;721110022;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;GRH-510-0001;Gerador de Hidrogênio;N313;B06;PEAK;Precision Hydrogen SL 100 Auto Fill Black;722040660;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;GRH-510-0002;Gerador de Hidrogênio;N313;B06;PEAK;Precision Hydrogen SL 100 Auto Fill Black;721090508;EM USO;;;TAKEDA;INSTALADO;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;AGI-N310-0002;Digital Vórtex Mixer;N310;B06;Thermo Fisher Scientific;88882010;LACT82010494;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;AGI-N310-0003;Digital Vórtex Mixer;N310;B06;Thermo Fisher Scientific;88882010;LACT82010512;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;AGI-D202-0001;Digital Vórtex Mixer;D202;B06;Thermo Fisher Scientific;88882010;LACT82010669;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;AGI-N119-0001;Digital Vórtex Mixer;N119;B06;Thermo Fisher Scientific;88882010;M1CT82010100;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;AGI-N119-0002;Digital Vórtex Mixer;N119;B06;Thermo Fisher Scientific;88882010;M1CT2010142;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;AGI-N311-0001;Digital Vórtex Mixer;N311;B06;Thermo Fisher Scientific;88882010;M3CT2010327;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;AGI-N311-0002;Digital Vórtex Mixer;N311;B06;Thermo Fisher Scientific;88882010;M3CT82010302;EM USO;;;ADQUIRIDO;N/A;SIM;NÃO;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;PIP-512-0028;Micropipeta Multicanal - 8 CANAIS (30-300µL);N311;B06;Thermo Scientific;F1-CLIPTIP;TH60562;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;;;;;;;21/03: pipetas novas. Solicitei a Taisa que colocasse o plano de calibração em revisão para inclusão desses instrumentos e após homologação solicitar avaliação do SVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;PIP-512-0029;Micropipeta Multicanal - 8 CANAIS (30-300µL);N311;B06;Thermo Scientific;F1-CLIPTIP;UH63287;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;;;;;;;21/03: pipetas novas. Solicitei a Taisa que colocasse o plano de calibração em revisão para inclusão desses instrumentos e após homologação solicitar avaliação do SVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;PIP-512-0030;Micropipeta Multicanal - 8 CANAIS (30-300µL);N311;B06;Thermo Scientific;F1-CLIPTIP;UH02602;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;;;;;;;21/03: pipetas novas. Solicitei a Taisa que colocasse o plano de calibração em revisão para inclusão desses instrumentos e após homologação solicitar avaliação do SVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;PIP-512-0031;Micropipeta Multicanal - 8 CANAIS (30-300µL);N311;B06;Thermo Scientific;F1-CLIPTIP;UH49808;EM USO;;;ADQUIRIDO;N/A;SIM;SIM;NÃO;;;;;;;21/03: pipetas novas. Solicitei a Taisa que colocasse o plano de calibração em revisão para inclusão desses instrumentos e após homologação solicitar avaliação do SVC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;THD-512-0004;Termo-higrômetro Digital com Sensor Externo e Relógio;N127;B06;FORMIS;FOR-102;20242532;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;THD-512-0005;Termo-higrômetro Digital com Sensor Externo e Relógio;N128;B06;FORMIS;FOR-102;20242568;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;THD-512-0006;Termo-higrômetro Digital com Sensor Externo e Relógio;N126;B06;FORMIS;FOR-102;20243016;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;THD-512-0007;Termo-higrômetro Digital com Sensor Externo e Relógio;N124;B06;FORMIS;FOR-102;20242555;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;THD-512-0008;Termo-higrômetro Digital com Sensor Externo e Relógio;N312;B06;FORMIS;FOR-102;20242558;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;THD-512-0009;Termo-higrômetro Digital com Sensor Externo e Relógio;N325;B06;FORMIS;FOR-102;20243028;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;THD-512-0010;Termo-higrômetro Digital com Sensor Externo e Relógio;N318;B06;FORMIS;FOR-102;20242536;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;THD-512-0011;Termo-higrômetro Digital com Sensor Externo e Relógio;N130;B06;FORMIS;FOR-102;20242569;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;THD-512-0012;Termo-higrômetro Digital com Sensor Externo e Relógio;N130;B06;FORMIS;FOR-102;20243018;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;THD-512-0013;Termo-higrômetro Digital com Sensor Externo e Relógio;N353;B06;FORMIS;FOR-102;20242530;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;THD-512-0014;Termo-higrômetro Digital com Sensor Externo e Relógio;Área Livre;B06;FORMIS;FOR-102;20242551;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;THD-512-0015;Termo-higrômetro Digital com Sensor Externo e Relógio;N356;B06;FORMIS;FOR-102;20243014;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;THD-512-0016;Termo-higrômetro Digital com Sensor Externo e Relógio;N119;B06;FORMIS;FOR-102;20242533;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;THD-512-0017;Termo-higrômetro Digital com Sensor Externo e Relógio;N311;B06;FORMIS;FOR-102;20242561;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;THD-512-0018;Termo-higrômetro Digital com Sensor Externo e Relógio;N313;B06;FORMIS;FOR-102;20243056;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;THD-512-0019;Termo-higrômetro Digital com Sensor Externo e Relógio;N116;B06;FORMIS;FOR-102;20242559;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;THD-512-0020;Termo-higrômetro Digital com Sensor Externo e Relógio;N100;B06;FORMIS;FOR-102;20242556;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;THD-512-0021;Termo-higrômetro Digital com Sensor Externo e Relógio;N105;B06;FORMIS;FOR-102;20243055;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;THD-512-0022;Termo-higrômetro Digital com Sensor Externo e Relógio;N103;B06;FORMIS;FOR-102;20243113;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;THD-512-0023;Termo-higrômetro Digital com Sensor Externo e Relógio;N101;B06;FORMIS;FOR-102;20242534;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;THD-512-0024;Termo-higrômetro Digital com Sensor Externo e Relógio;N121;B06;FORMIS;FOR-102;20243181;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;THD-512-0025;Termo-higrômetro Digital com Sensor Externo e Relógio;N304;B06;FORMIS;FOR-102;20243103;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;THD-512-0026;Termo-higrômetro Digital com Sensor Externo e Relógio;N319;B06;FORMIS;FOR-102;20242560;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;THD-512-0027;Termo-higrômetro Digital com Sensor Externo e Relógio;N310;B06;FORMIS;FOR-102;20243054;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;THD-512-0028;Termo-higrômetro Digital com Sensor Externo e Relógio;D202;B06;FORMIS;FOR-102;20242557;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;THD-512-0029;Termo-higrômetro Digital com Sensor Externo e Relógio;N300;B06;FORMIS;FOR-102;202423101;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;THD-512-0030;Termo-higrômetro Digital com Sensor Externo e Relógio;N305;B06;FORMIS;FOR-102;20243057;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;THD-512-0031;Termo-higrômetro Digital com Sensor Externo e Relógio;N201;B06;FORMIS;FOR-102;20243111;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;THD-512-0032;Termo-higrômetro Digital com Sensor Externo e Relógio;D200;B06;FORMIS;FOR-102;20242535;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;THD-512-0033;Termo-higrômetro Digital com Sensor Externo e Relógio;N127;B06;FORMIS;FOR-102;20243017;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;TI-512-0003;Termometro Digital Tipo Espeto;N100;B06;FORMIS;FOR-650;20243304;FORA DE USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;PIP-512-0032;Micropipetador (2-20µL);N310;B06;Termo Scientific;Finnpipette F1;VH49480;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;PIP-512-0033;Micropipetador (2-20µL);D202;B06;Termo Scientific;Finnpipette F1;VH49481;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;PIP-512-0034;Micropipetador (2-20µL);N305;B06;Termo Scientific;Finnpipette F1;VH49482;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;PIP-512-0035;Micropipetador (2-20µL);N119;B06;Termo Scientific;Finnpipette F1;VH49486;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;PIP-512-0036;Micropipetador (2-20µL);N119;B06;Termo Scientific;Finnpipette F1;VH49487;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;PIP-512-0037;Micropipetador (2-20µL);N119;B06;Termo Scientific;Finnpipette F1;VH49488;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;PIP-512-0038;Micropipetador (2-20µL);N311;B06;Termo Scientific;Finnpipette F1;VH49489;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;PIP-512-0039;Micropipetador (2-20µL);N311;B06;Termo Scientific;Finnpipette F1;VH49491;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;PIP-512-0040;Micropipetador (2-20µL);N311;B06;Termo Scientific;Finnpipette F1;VH49492;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;PIP-512-0041;Micropipetador (20-200µL);N310;B06;Termo Scientific;Finnpipette F1;VH49508;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;PIP-512-0042;Micropipetador (20-200µL);D202;B06;Termo Scientific;Finnpipette F1;VH49509;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;PIP-512-0043;Micropipetador (20-200µL);N305;B06;Termo Scientific;Finnpipette F1;VH49510;EM USO;;;ADQUIRIDO;N/A;NÃO;SIM;NÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
